auc,train_balance,test_balance,n_test,model,fold,seed,shift
0.8806818181818181,0.4338235294117647,0.3333333333333333,30,transformer_finbert,3,7,-0.1004901960784314
0.9025,0.4338235294117647,0.3333333333333333,60,baseline_xgb,3,7,-0.1004901960784314
0.8863636363636364,0.4338235294117647,0.3333333333333333,30,transformer_finbert,3,8,-0.1004901960784314
0.87375,0.4338235294117647,0.3333333333333333,60,baseline_xgb,3,8,-0.1004901960784314
0.9090909090909091,0.4338235294117647,0.3333333333333333,30,transformer_finbert,3,9,-0.1004901960784314
0.865,0.4338235294117647,0.3333333333333333,60,baseline_xgb,3,9,-0.1004901960784314
0.9389140271493213,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,0,0.0076576576576576905
0.9445701357466063,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,1,0.0076576576576576905
0.9343891402714932,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,2,0.0076576576576576905
0.9287330316742081,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,3,0.0076576576576576905
0.9298642533936652,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,4,0.0076576576576576905
0.9151583710407241,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,5,0.0076576576576576905
0.927601809954751,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,6,0.0076576576576576905
0.9343891402714932,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,7,0.0076576576576576905
0.9332579185520362,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,8,0.0076576576576576905
0.9400452488687783,0.42567567567567566,0.43333333333333335,60,baseline_xgb,4,9,0.0076576576576576905
0.4814814814814815,0.41875,0.1,60,baseline_xgb,5,0,-0.31875
0.5123456790123457,0.41875,0.1,60,baseline_xgb,5,1,-0.31875
0.5154320987654322,0.41875,0.1,60,baseline_xgb,5,2,-0.31875
0.5432098765432098,0.41875,0.1,60,baseline_xgb,5,3,-0.31875
0.49691358024691357,0.41875,0.1,60,baseline_xgb,5,4,-0.31875
0.5246913580246914,0.41875,0.1,60,baseline_xgb,5,5,-0.31875
0.5216049382716049,0.41875,0.1,60,baseline_xgb,5,6,-0.31875
0.5277777777777778,0.41875,0.1,60,baseline_xgb,5,7,-0.31875
0.4660493827160494,0.41875,0.1,60,baseline_xgb,5,8,-0.31875
0.5246913580246914,0.41875,0.1,60,baseline_xgb,5,9,-0.31875
0.5277777777777778,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,0,-0.003100775193798422
0.6468571428571428,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,0,-0.003100775193798422
0.49537037037037035,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,1,-0.003100775193798422
0.5942857142857143,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,1,-0.003100775193798422
0.087962962962963,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,2,-0.003100775193798422
0.6285714285714286,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,2,-0.003100775193798422
0.2638888888888889,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,3,-0.003100775193798422
0.6262857142857142,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,3,-0.003100775193798422
0.35648148148148145,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,4,-0.003100775193798422
0.6228571428571428,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,4,-0.003100775193798422
0.09259259259259262,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,5,-0.003100775193798422
0.5348571428571429,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,5,-0.003100775193798422
0.07407407407407411,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,6,-0.003100775193798422
0.6205714285714286,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,6,-0.003100775193798422
0.10185185185185189,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,7,-0.003100775193798422
0.6262857142857143,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,7,-0.003100775193798422
0.19907407407407407,0.4197674418604651,0.4166666666666667,30,transformer_finbert,6,8,-0.003100775193798422
0.5851428571428572,0.4197674418604651,0.4166666666666667,60,baseline_xgb,6,8,-0.003100775193798422
