auc,train_balance,val_balance,test_balance,n_test,ticker,model,fold,seed,shift
0.8670267489711935,0.6602564102564102,0.4111111111111111,0.6,90,PETR4,baseline_xgb,2,3,-0.060256410256410264
0.20758928571428573,0.6602564102564102,0.4111111111111111,0.6,60,PETR4,transformer_finbert,2,4,-0.060256410256410264
0.8762860082304527,0.6602564102564102,0.4111111111111111,0.6,90,PETR4,baseline_xgb,2,4,-0.060256410256410264
0.4043645699614891,0.6344827586206897,0.6,0.5555555555555556,60,PETR4,transformer_finbert,3,0,-0.07892720306513412
0.8085,0.6344827586206897,0.6,0.5555555555555556,90,PETR4,baseline_xgb,3,0,-0.07892720306513412
0.2913992297817716,0.6344827586206897,0.6,0.5555555555555556,60,PETR4,transformer_finbert,3,1,-0.07892720306513412
0.8194999999999999,0.6344827586206897,0.6,0.5555555555555556,90,PETR4,baseline_xgb,3,1,-0.07892720306513412
0.3735558408215661,0.6344827586206897,0.6,0.5555555555555556,60,PETR4,transformer_finbert,3,2,-0.07892720306513412
0.822,0.6344827586206897,0.6,0.5555555555555556,90,PETR4,baseline_xgb,3,2,-0.07892720306513412
0.39152759948652116,0.6344827586206897,0.6,0.5555555555555556,60,PETR4,transformer_finbert,3,3,-0.07892720306513412
0.8200000000000001,0.6344827586206897,0.6,0.5555555555555556,90,PETR4,baseline_xgb,3,3,-0.07892720306513412
0.41463414634146345,0.6344827586206897,0.6,0.5555555555555556,60,PETR4,transformer_finbert,3,4,-0.07892720306513412
0.8155,0.6344827586206897,0.6,0.5555555555555556,90,PETR4,baseline_xgb,3,4,-0.07892720306513412
0.30245535714285715,0.63125,0.5555555555555556,0.4888888888888889,60,PETR4,transformer_finbert,4,0,-0.1423611111111111
0.8043478260869565,0.63125,0.5555555555555556,0.4888888888888889,90,PETR4,baseline_xgb,4,0,-0.1423611111111111
0.640625,0.63125,0.5555555555555556,0.4888888888888889,60,PETR4,transformer_finbert,4,1,-0.1423611111111111
